Source,Target
276540738,1570026951292686338
276540738,1547248832840450049
276540738,3757868538
276540738,1524184639161704449
276540738,1581725217021317120
276540738,1463202946338881543
276540738,1400595988377747461
276540738,1562428780878376960
276540738,756200222435504128
276540738,61685898
276540738,1574013487679954944
276540738,1466925121700962308
276540738,3097627131
276540738,436103601
276540738,1357382863721816068
276540738,1581668331328872449
276540738,1389245064182906882
276540738,1581711114378674178
276540738,1574874561920770055
276540738,1571229415492800512
276540738,1209204711829565440
276540738,1230915371416244224
276540738,1263608077212942338
276540738,1209791917346709504
276540738,1449673616619098116
276540738,1581702703968882689
276540738,128238437
276540738,1541860748191641600
276540738,1581294610537762816
276540738,1581695621102288900
276540738,1579390127280906241
276540738,1581357251775930368
276540738,1538512982598389762
276540738,1581697334173310981
276540738,1448817163729473552
276540738,4495761677
276540738,1932250632
276540738,1566779245430337537
276540738,1557072069128585216
276540738,1578217419847659520
276540738,1332870557470248960
276540738,1520384751294636032
276540738,1249787689462902785
276540738,1553955481357533186
276540738,25733757
276540738,1361161220691283971
276540738,1580771243074142208
276540738,1134961537838399488
276540738,1511393910765015051
276540738,1581242920077770753
276540738,3807284181
276540738,1084882959256248320
276540738,3087890767
276540738,404987901
276540738,1581678018229161985
276540738,947789176057073664
276540738,1581674757375803404
276540738,1486835908603219974
276540738,1264687192594677763
276540738,1581677661105098753
276540738,1541556415587930115
276540738,1456271732868669453
276540738,1580332498793398273
276540738,863461467026317312
276540738,1565991291712081920
276540738,840318253436145669
276540738,1546123956926676993
276540738,1348708671207964672
276540738,1577573104217268224
276540738,1581666736658677760
276540738,554537962
276540738,1579404087099297792
276540738,1525097887658651649
276540738,1352718621605122048
276540738,1477027909370060810
276540738,955463691599785984
276540738,1581660109649989633
276540738,1581657963500011520
276540738,1579849407851335684
276540738,1577440717206528000
276540738,1360403630566825985
276540738,1572584132823203844
276540738,1462158828691238914
276540738,1581423012531822593
276540738,1581554505585410054
276540738,55833999
276540738,1363529955561279488
276540738,967760119994900485
276540738,324584160
276540738,776859402678706176
276540738,1557196295768612865
276540738,1581643386133663745
276540738,1537929337982177283
276540738,1581634302219063297
276540738,1345106802044760066
276540738,3252212436
276540738,1520448680376946689
276540738,1369621153308872705
276540738,486362572
276540738,1580767716528594949
276540738,1171922575020175360
276540738,1581626594203934720
276540738,1493483171735908353
276540738,1498638495270969345
276540738,1386234559847673856
276540738,165930815
276540738,129254454
276540738,1378433176603779072
276540738,1389685116033712133
276540738,1305481663699447809
276540738,1497189804219453442
276540738,3010494489
276540738,1580025770101116928
276540738,1581596268018642945
276540738,1475304012958167041
276540738,1581608483652345857
276540738,211546908
276540738,1547081944424497152
276540738,1581605359177039872
276540738,1185332325749592064
276540738,1581597955500425217
276540738,1515185791940501510
276540738,856208489328386048
276540738,917822745894899712
276540738,1549626522469908482
276540738,1091603106494857216
276540738,1297243592432521218
276540738,1150395133646516224
276540738,1552598595433426945
276540738,1581589235496263681
276540738,1580179225826693123
276540738,1576264275714342916
276540738,1579435887598993409
276540738,1283954545798770688
276540738,1279764749979353088
276540738,1224996284
276540738,21291921
276540738,1579558948381884416
276540738,1552495200265814017
276540738,1573744360029503489
276540738,1491875219044241409
276540738,777945982021488640
276540738,196576927
276540738,1483822582197792774
276540738,1301274174544130048
276540738,184002095
276540738,1554093487749943297
276540738,27884091
276540738,1525450522735542274
276540738,198999630
276540738,1375194496573579273
276540738,937850745780441088
276540738,1570532619887968256
276540738,1496880763958145034
276540738,1581194322254307329
276540738,1460819237103194114
276540738,1549763467523067905
276540738,1548717149841129473
276540738,1450754385219178497
276540738,1556680170597224448
276540738,1514465511635046403
276540738,32534736
276540738,1525011328892551168
276540738,1572707681055346688
276540738,1581257613110542336
276540738,1574187321573916672
276540738,1541436479385346048
276540738,1581531969871126528
276540738,1475268630
276540738,1527354134231339021
276540738,1228208622678638592
276540738,1341024691650260998
276540738,1554061733433868288
276540738,1545886711506382849
276540738,1581499405810765824
276540738,1549303862615576576
276540738,1573400484186128388
276540738,2924543908
276540738,1477140600315006977
276540738,1581504530017144832
276540738,1451849580488769553
276540738,1552466619074576384
276540738,451109960
276540738,1430992248452304899
276540738,1581474360371843072
276540738,1480335633742802952
276540738,1520217996148498432
276540738,1577511749028352000
276540738,1442184742317682691
276540738,1581105935778385920
276540738,1581488709978886144
276540738,1566511939085225985
276540738,1581485356926398466
276540738,1320067385655775236
276540738,1381489033562439681
276540738,1472156958937726976
276540738,1395859240137285633
276540738,1263866934401122305
276540738,1372511745928003584
276540738,1102464963304718343
276540738,1545127011957542912
276540738,21270978
276540738,1269478024581451779
276540738,1495747978337964036
276540738,1581469508841402369
276540738,1581162371980017664
276540738,2904154205
276540738,1578890735016968192
276540738,1581464977155579904
276540738,1386128023687028741
276540738,1509115924485312517
276540738,1535106545570222096
276540738,38640456
276540738,1474256558024695808
276540738,1579890393998565376
276540738,1581455109388931072
276540738,1580010331254185985
276540738,943695220922728448
276540738,1506970595363328000
276540738,1569877385134354432
276540738,1248026915505491968
276540738,1244240344692092929
276540738,1332602399819751424
276540738,1581432805296316416
276540738,1581318948863102976
276540738,221792186
276540738,1581398696759103488
276540738,1403035033238126596
276540738,1079777895646666753
276540738,2460328184
276540738,1502341836786053130
276540738,1561158394559463424
276540738,1581425010941595648
276540738,1382489019565494273
276540738,1542613190873255936
276540738,1581399482616655872
276540738,168525614
276540738,1581425624903819265
276540738,958973414147960832
276540738,556381791
276540738,491046606
276540738,983554736635854848
276540738,1086869058417348609
276540738,1564373452932481024
276540738,1580881797918953473
276540738,1569377773860564992
276540738,1581410134529638401
276540738,1277310638117847042
276540738,1581383748364292096
276540738,2342687179
276540738,3469551014
276540738,1566492685845905409
276540738,1581045164834971648
276540738,1319297193103142914
276540738,1435804523562295310
276540738,1581402040554717185
276540738,1539937941862195200
276540738,386278866
276540738,1053423859028946945
276540738,1303713029243232256
276540738,1519115586294403073
276540738,1268562535541813249
276540738,1472461824821977094
276540738,1380651427199062019
276540738,730505150960418816
276540738,1213972462217523201
276540738,1512731295645847556
276540738,1581374165382303746
276540738,859040804299558912
276540738,1556697386906533888
276540738,1577788227225882626
276540738,2574808046
276540738,1581030806474133504
276540738,1464615112191455239
276540738,937212478991171584
276540738,1231549424511410177
276540738,1581387751773069312
276540738,1581382428328972289
276540738,1428652749210669061
276540738,1567520675203620866
276540738,820623054942457856
276540738,1011479398539595777
276540738,1572464080945807360
276540738,1386649831553306627
276540738,1542477390
276540738,1531369405208113152
276540738,1513972929893212160
276540738,1500128167738150912
276540738,1577640157628354565
276540738,1354808755213324296
276540738,1489658022293127170
276540738,1581034256096272393
276540738,1450578575455703042
276540738,1581025551405441029
276540738,1581371752684437505
276540738,954622654975164416
276540738,1581367177709555713
276540738,1162930658139934720
276540738,2820990646
276540738,1298086622202703873
276540738,1436714337612222472
276540738,1133139974
276540738,1465549206819643395
276540738,1569070072596930561
276540738,1483634977757671426
276540738,1303602476092977152
276540738,1354615079212380164
276540738,1500100327462387713
276540738,1481352561319940100
276540738,984201679095689217
276540738,1575970633611370497
276540738,1554768380556869632
276540738,1107552581864312834
276540738,1581353919199977474
276540738,1577701234768756739
276540738,1331971615580692483
276540738,1581208255568625665
276540738,1490911265522343938
276540738,1560799250770006019
276540738,2832091157
276540738,1326425586290618370
276540738,1579708958624784384
276540738,1581338288824229889
276540738,1580378012402466820
276540738,1580810566670733312
276540738,1540228154500972544
276540738,1581335490925662208
276540738,1581339023821475841
276540738,1134312679617597445
276540738,1581335678662705154
276540738,1572401785658290180
276540738,1581294451938451457
276540738,1581327108936286213
276540738,1358699194265997312
276540738,1236563715668901889
276540738,1581324497382420480
276540738,1580693936280162323
276540738,1579869420020797440
276540738,1579497976707293184
276540738,1577883233768730624
276540738,1571125966776471552
276540738,1484643130200801295
276540738,1581313051499937798
276540738,1581311692117803008
276540738,1578174009812070400
276540738,1574725544859549697
276540738,1578156862650068992
276540738,1512803638317617152
276540738,1570520893289369600
276540738,1121356063209611264
276540738,1521431268210376705
276540738,1337561571917135874
276540738,1580933269754941442
276540738,1579091749733109762
276540738,1392292428
276540738,1579258029991759874
276540738,61755717
276540738,1579600486499438592
276540738,1388253864831356931
276540738,1580315213273915394
276540738,1517216571197992960
276540738,955117823365349376
276540738,217908849
276540738,1165885374008369153
276540738,1581289568392953856
276540738,1212186771179466753
276540738,1526892095184818176
276540738,1538848598514814979
276540738,1581271418712383488
276540738,1581281054157340673
276540738,1574244861447790592
276540738,1581272760118116352
276540738,1544153026528681984
276540738,1459012531201007620
276540738,1488528210593726468
276540738,1577729968863416336
276540738,294047192
276540738,1579415103442649088
276540738,1581268312905875458
276540738,1581266340215668737
276540738,1581262949385211906
276540738,1389831098192994308
276540738,1254723677456908289
276540738,1482651048674467842
276540738,967547509349511169
276540738,406446717
276540738,1581194200661516288
276540738,734732652633169920
276540738,1581241258055548929
276540738,1554868230568628224
276540738,1412487322747080705
276540738,1494306154708705285
276540738,1510466541338636291
276540738,1570781409324990465
276540738,1314766892
276540738,1553721907282956290
276540738,1581232440705945600
276540738,1554115224906727424
276540738,3191503117
276540738,1441081419187490817
276540738,1581227285545619456
276540738,1001492360382046209
276540738,1581224614599999488
276540738,236091652
276540738,1581216425364148224
276540738,980840303811813376
276540738,1535064612789334016
276540738,1573383923094241281
276540738,1489647243288268805
276540738,1580033188453228546
276540738,1063110148355432448
276540738,1378801170236510214
276540738,1574817714350469120
276540738,1581190513868345345
276540738,1581191990921682944
276540738,1337684883263504385
276540738,1581028942261014535
276540738,1523391887570317312
276540738,1579887055747878913
276540738,2677143576
276540738,1536243264340299776
276540738,1581183969475047424
276540738,3138416704
276540738,2861378666
276540738,68589064
276540738,1457004927893520391
276540738,2812494702
276540738,4910145862
276540738,1581169659121909760
276540738,1263633008969551876
276540738,1229625641227575297
276540738,1581162600850935808
276540738,1487418126270664706
276540738,1115740098983653377
276540738,1238752780942061568
276540738,1494847141881262082
276540738,581256250
276540738,895313690269958145
276540738,1580405621387468801
276540738,1415160022166765574
276540738,1422494088889241634
276540738,1038486224363810816
